prompt_key,prompt_raw,num_models_covered,char_count,word_count,line_count,sentence_count,unique_words,avg_word_length,prompt_depth,prompt_complexity_score,has_code,has_json,has_markdown,has_math,has_xml,reasoning_prompt,creative_prompt,tool_usage_prompt,rag_prompt,ChatGPT GPT-5.5::input_tokens,ChatGPT GPT-5.5::output_tokens,ChatGPT GPT-5.5::quality,ChatGPT GPT-5.5::row_ok,DeepSeek V4 Flash::input_tokens,DeepSeek V4 Flash::output_tokens,DeepSeek V4 Flash::quality,DeepSeek V4 Flash::row_ok,Groq-llama-3.3-70b-versatile::input_tokens,Groq-llama-3.3-70b-versatile::output_tokens,Groq-llama-3.3-70b-versatile::quality,Groq-llama-3.3-70b-versatile::row_ok,Perplexity::input_tokens,Perplexity::output_tokens,Perplexity::quality,Perplexity::row_ok,claude-opus-4-8::input_tokens,claude-opus-4-8::output_tokens,claude-opus-4-8::quality,claude-opus-4-8::row_ok,deepseek-reasoner::input_tokens,deepseek-reasoner::output_tokens,deepseek-reasoner::quality,deepseek-reasoner::row_ok,gemini-1.5-flash::input_tokens,gemini-1.5-flash::output_tokens,gemini-1.5-flash::quality,gemini-1.5-flash::row_ok,gemini-1.5-pro::input_tokens,gemini-1.5-pro::output_tokens,gemini-1.5-pro::quality,gemini-1.5-pro::row_ok,gemini-2.0-flash::input_tokens,gemini-2.0-flash::output_tokens,gemini-2.0-flash::quality,gemini-2.0-flash::row_ok,gemini-2.0-pro::input_tokens,gemini-2.0-pro::output_tokens,gemini-2.0-pro::quality,gemini-2.0-pro::row_ok,gemini-2.5-flash::input_tokens,gemini-2.5-flash::output_tokens,gemini-2.5-flash::quality,gemini-2.5-flash::row_ok,gemini-2.5-pro::input_tokens,gemini-2.5-pro::output_tokens,gemini-2.5-pro::quality,gemini-2.5-pro::row_ok,gemini-3.1-pro::input_tokens,gemini-3.1-pro::output_tokens,gemini-3.1-pro::quality,gemini-3.1-pro::row_ok,gemini-3.5-flash::input_tokens,gemini-3.5-flash::output_tokens,gemini-3.5-flash::quality,gemini-3.5-flash::row_ok,gemini-3.5-pro::input_tokens,gemini-3.5-pro::output_tokens,gemini-3.5-pro::quality,gemini-3.5-pro::row_ok,gemini-3.6-flash::input_tokens,gemini-3.6-flash::output_tokens,gemini-3.6-flash::quality,gemini-3.6-flash::row_ok,llama3::input_tokens,llama3::output_tokens,llama3::quality,llama3::row_ok,opencode/big-pickle::input_tokens,opencode/big-pickle::output_tokens,opencode/big-pickle::quality,opencode/big-pickle::row_ok
"""explain agentic ai from absolute scratch. assume i know nothing. cover memory, planning, reasoning, tool calling, mcp, langgraph, langchain, crewai and how everything fits together.""","""Explain Agentic AI from absolute scratch. Assume I know nothing. Cover memory, planning, reasoning, tool calling, MCP, LangGraph, LangChain, CrewAI and how everything fits together.""",1,183,25,1,3,25,5.88,0,0.516,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,45,168,Excellent,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""explain authentication vs authorization with jwt, oauth, cookies and sessions using practical examples.""","""Explain Authentication vs Authorization with JWT, OAuth, cookies and sessions using practical examples.""",1,105,13,1,1,13,6.77,0,0.36,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,26,80,Excellent,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""explain b12 deficiency completely. what symptoms are common, when is dizziness related and when should someone worry?""","""Explain B12 deficiency completely. What symptoms are common, when is dizziness related and when should someone worry?""",1,119,17,1,2,16,5.76,0,0.388,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,29,81,Excellent,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""explain docker and containers from scratch. why do companies actually use docker?""","""Explain Docker and containers from scratch. Why do companies actually use Docker?""",1,83,12,1,2,11,5.67,0,0.316,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,20,62,Excellent,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""explain how stripe works behind the scenes. cover payment flow, subscriptions, webhooks, refunds and security.""","""Explain how Stripe works behind the scenes. Cover payment flow, subscriptions, webhooks, refunds and security.""",1,112,15,1,2,15,6.07,0,0.374,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,28,108,Excellent,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""explain redis like i'm a beginner. why do companies use it? where does it sit in the system architecture?""","""Explain Redis like I'm a beginner. Why do companies use it? Where does it sit in the system architecture?""",1,107,19,1,3,18,4.42,0,0.364,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,26,78,Excellent,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""explain spring boot project architecture used in production applications. cover controllers, services, repositories, dtos, entities, exception handling and authentication.""","""Explain Spring Boot project architecture used in production applications. Cover controllers, services, repositories, DTOs, entities, exception handling and authentication.""",1,173,19,1,2,19,7.68,0,0.496,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,43,100,Excellent,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""explain the difference between kindle publishing and traditional publishing in india for first-time authors.""","""Explain the difference between Kindle publishing and traditional publishing in India for first-time authors.""",1,110,15,1,1,14,6.2,0,0.37,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,27,64,Excellent,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""explain the flipkart grid internship process in detail and what happens after each round.""","""Explain the Flipkart GRiD internship process in detail and what happens after each round.""",1,91,14,1,1,14,5.36,0,0.332,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,22,69,Excellent,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""explain the sliding window pattern so well that i can identify those questions in interviews without memorizing solutions.""","""Explain the Sliding Window pattern so well that I can identify those questions in interviews without memorizing solutions.""",1,124,18,1,1,18,5.78,0,0.398,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,31,82,Excellent,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""explain this concept visually and intuitively instead of giving textbook definitions.""","""Explain this concept visually and intuitively instead of giving textbook definitions.""",1,87,11,1,1,11,6.73,0,0.324,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,21,26,Average,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""explain this research paper like i'm a college student but don't skip technical details.""","""Explain this research paper like I'm a college student but don't skip technical details.""",1,90,14,1,1,14,5.29,0,0.33,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,22,27,Average,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""explain this research paper like i'm an engineering student. break down every section into simple language.""","""Explain this research paper like I'm an engineering student. Break down every section into simple language.""",1,109,16,1,2,16,5.62,0,0.368,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,27,27,Average,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""find industries where ai hasn't disrupted much yet.""","""Find industries where AI hasn't disrupted much yet.""",1,53,8,1,1,8,5.38,0,0.106,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,13,53,Good,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""find startup incubators in india that actually help early founders.""","""Find startup incubators in India that actually help early founders.""",1,69,10,1,1,10,5.7,0,0.138,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,17,47,Good,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""give me a competitive analysis with strengths, weaknesses, opportunities and threats for my startup.""","""Give me a competitive analysis with strengths, weaknesses, opportunities and threats for my startup.""",1,102,14,1,1,14,6.0,0,0.204,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,25,28,Average,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""give me a roadmap to become an applied scientist.""","""Give me a roadmap to become an Applied Scientist.""",1,51,9,1,1,9,4.44,0,0.102,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,12,52,Good,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""give me every ai feature that can be added to this product in the next five years.""","""Give me every AI feature that can be added to this product in the next five years.""",1,84,17,1,1,17,3.82,0,0.168,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,21,49,Average,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""give me every possible monetization strategy for this product.""","""Give me every possible monetization strategy for this product.""",1,64,9,1,1,9,5.89,0,0.128,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,16,43,Good,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""give me hidden problems in the real estate industry that nobody talks about.""","""Give me hidden problems in the real estate industry that nobody talks about.""",1,78,13,1,1,13,4.85,0,0.156,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,19,43,Average,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""give me startup ideas that are difficult to copy.""","""Give me startup ideas that are difficult to copy.""",1,51,9,1,1,9,4.44,0,0.102,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,12,61,Good,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""help me decide what features belong in my mvp and what should be postponed.""","""Help me decide what features belong in my MVP and what should be postponed.""",1,77,14,1,1,13,4.36,0,0.154,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,19,62,Excellent,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""help me design an ai-powered chrome extension that simplifies complicated webpages. cover architecture, apis, ux and monetization.""","""Help me design an AI-powered Chrome extension that simplifies complicated webpages. Cover architecture, APIs, UX and monetization.""",1,132,18,1,2,18,6.06,0,0.264,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,33,74,Excellent,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""help me identify a book using only the parts of the story i remember.""","""Help me identify a book using only the parts of the story I remember.""",1,71,14,1,1,13,3.93,0,0.242,False,False,False,False,False,False,True,False,False,,,,,,,,,,,,,,,,,17,31,Average,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""how do companies like airbnb, uber and zillow actually became successful? break everything down.""","""How do companies like Airbnb, Uber and Zillow actually became successful? Break everything down.""",1,98,14,1,2,14,5.71,0,0.346,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,24,75,Excellent,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""how do large language models actually work internally? explain transformers, attention, tokenization, embeddings, inference and fine-tuning like you're teaching an engineering student.""","""How do Large Language Models actually work internally? Explain transformers, attention, tokenization, embeddings, inference and fine-tuning like you're teaching an engineering student.""",1,186,23,1,2,23,6.78,0,0.522,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,46,119,Excellent,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""how would amazon solve this problem?""","""How would Amazon solve this problem?""",1,38,6,1,1,6,5.0,0,0.226,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,9,41,Average,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""how would apple design this product?""","""How would Apple design this product?""",1,38,6,1,1,6,5.0,0,0.226,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,9,35,Average,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""i don't want generic market research. i want actual numbers, tam, sam, som, cagr, competitors, revenue models and future trends.""","""I don't want generic market research. I want actual numbers, TAM, SAM, SOM, CAGR, competitors, revenue models and future trends.""",1,130,20,1,2,18,5.05,0,0.26,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,32,60,Good,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""i have this startup idea. don't just appreciate it. tear it apart, tell me every loophole, every risk, every competitor and whether it can actually become a unicorn.""","""I have this startup idea. Don't just appreciate it. Tear it apart, tell me every loophole, every risk, every competitor and whether it can actually become a unicorn.""",1,167,28,1,3,24,4.71,0,0.334,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,41,34,Average,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""i want industries that will grow for the next 20 years.""","""I want industries that will grow for the next 20 years.""",1,57,11,1,1,11,4.0,0,0.114,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,14,36,Average,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""i want papers, research directions and unsolved problems in ai.""","""I want papers, research directions and unsolved problems in AI.""",1,65,10,1,1,10,5.2,0,0.13,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,16,53,Excellent,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""i want to know if my startup can become global instead of staying india-focused.""","""I want to know if my startup can become global instead of staying India-focused.""",1,82,15,1,1,15,4.33,0,0.164,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,20,40,Average,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""i want to learn this topic properly. give me the correct order to study it, projects to build, common mistakes, interview relevance and how long each stage should take.""","""I want to learn this topic properly. Give me the correct order to study it, projects to build, common mistakes, interview relevance and how long each stage should take.""",1,170,29,1,2,27,4.66,0,0.49,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,42,30,Average,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""i'm a final year ai & ml student. create a complete roadmap from where i am today to becoming an ai engineer. tell me what to learn, what to skip, projects to build and an estimated timeline.""","""I'm a final year AI & ML student. Create a complete roadmap from where I am today to becoming an AI Engineer. Tell me what to learn, what to skip, projects to build and an estimated timeline.""",1,193,36,1,3,29,4.14,0,0.386,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,48,167,Excellent,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""i'm confused between multiple career paths. compare them based on salary growth, work-life balance, learning opportunities, long-term stability and future demand.""","""I'm confused between multiple career paths. Compare them based on salary growth, work-life balance, learning opportunities, long-term stability and future demand.""",1,164,23,1,2,23,5.87,0,0.328,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,41,38,Average,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""i'm preparing for placements, not faang. give me only the dsa topics and questions that actually matter for companies like visa, ubs, hsbc and flipkart.""","""I'm preparing for placements, not FAANG. Give me only the DSA topics and questions that actually matter for companies like Visa, UBS, HSBC and Flipkart.""",1,154,25,1,2,23,4.92,0,0.308,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,38,85,Excellent,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""if i had to pitch this to investors in five minutes, what questions would destroy me?""","""If I had to pitch this to investors in five minutes, what questions would destroy me?""",1,87,16,1,1,15,4.25,0,0.174,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,21,31,Average,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""if i wanted to build my own ai agent today, what would the complete architecture look like? explain frontend, backend, vector databases, memory, orchestration and deployment.""","""If I wanted to build my own AI agent today, what would the complete architecture look like? Explain frontend, backend, vector databases, memory, orchestration and deployment.""",1,176,26,1,2,26,5.46,0,0.502,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,44,143,Excellent,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""if someone had ₹25 lakh today, how should they build this startup from scratch?""","""If someone had ₹25 lakh today, how should they build this startup from scratch?""",1,81,14,1,1,14,4.5,0,0.312,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,20,55,Good,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""if this startup were presented on shark tank or to a vc, what questions would they ask and how should i answer them?""","""If this startup were presented on Shark Tank or to a VC, what questions would they ask and how should I answer them?""",1,118,23,1,1,23,4.0,0,0.386,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,29,37,Average,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""if you had to mentor me from scratch for software engineering placements, what would the next 90 days look like?""","""If you had to mentor me from scratch for software engineering placements, what would the next 90 days look like?""",1,114,20,1,1,20,4.55,0,0.228,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,28,47,Good,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""if you were my cto, create a six-month product development roadmap for my startup.""","""If you were my CTO, create a six-month product development roadmap for my startup.""",1,84,15,1,1,14,4.4,0,0.168,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,21,71,Excellent,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""make me a complete ai engineer interview preparation roadmap for the next three months with weekly goals.""","""Make me a complete AI Engineer interview preparation roadmap for the next three months with weekly goals.""",1,107,17,1,1,17,5.18,0,0.214,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,26,81,Excellent,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""prepare a complete market research report for this startup idea including tam, sam, som, competitors, trends and barriers to entry.""","""Prepare a complete market research report for this startup idea including TAM, SAM, SOM, competitors, trends and barriers to entry.""",1,133,20,1,1,20,5.35,0,0.266,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,33,28,Average,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""pretend you're bcg. find every weakness in my business.""","""Pretend you're BCG. Find every weakness in my business.""",1,57,9,1,2,9,5.0,0,0.114,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,14,35,Average,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""pretend you're mckinsey. give me a complete industry report.""","""Pretend you're McKinsey. Give me a complete industry report.""",1,62,9,1,2,9,5.56,0,0.124,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,15,32,Average,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""research business models that make recurring revenue instead of one-time income.""","""Research business models that make recurring revenue instead of one-time income.""",1,82,12,1,1,12,5.67,0,0.164,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,20,37,Average,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""research career paths where ai and mba together have the highest salaries.""","""Research career paths where AI and MBA together have the highest salaries.""",1,76,12,1,1,12,5.17,0,0.152,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,19,43,Average,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""research companies that are investing the most in generative ai.""","""Research companies that are investing the most in Generative AI.""",1,66,10,1,1,10,5.4,0,0.132,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,16,49,Average,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""research how companies price saas products.""","""Research how companies price SaaS products.""",1,45,6,1,1,6,6.17,0,0.24,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,11,52,Good,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
